Channel Wavelength(nm) Current 
2901 956.87 0 
2902 957.13 0 
2903 957.4 0 
2904 957.67 0 
2905 957.93 0 
2906 958.2 0 
2907 958.47 0 
2908 958.73 0 
2909 959 0 
2910 959.26 0 
2911 959.53 0 
2912 959.8 0 
2913 960.06 0 
2914 960.33 0 
2915 960.6 0 
2916 960.86 0 
2917 961.13 0 
2918 961.39 0 
2919 961.66 0 
2920 961.93 0 
2921 962.19 0 
2922 962.46 0 
2923 962.72 0 
2924 962.99 0 
2925 963.26 0 
2926 963.52 0 
2927 963.79 0 
2928 964.06 0 
2929 964.32 0 
2930 964.59 0 
2931 964.85 0 
2932 965.12 0 
2933 965.39 0 
2934 965.65 0 
2935 965.92 0 
2936 966.19 0 
2937 966.45 0 
2938 966.72 0 
2939 966.98 0 
2940 967.25 0 
2941 967.52 0 
2942 967.78 0 
2943 968.05 0 
2944 968.32 0 
2945 968.58 0 
2946 968.85 0 
2947 969.11 0 
2948 969.38 0 
2949 969.65 0 
2950 969.91 0 
2951 970.18 0 
2952 970.45 0 
2953 970.71 0 
2954 970.98 0 
2955 971.24 0 
2956 971.51 0 
2957 971.78 0 
2958 972.04 0 
2959 972.31 0 
2960 972.57 0 
2961 972.84 0 
2962 973.11 0 
2963 973.37 0 
2964 973.64 0 
2965 973.91 0 
2966 974.17 0 
2967 974.44 0 
2968 974.7 0 
2969 974.97 0 
2970 975.24 0 
2971 975.5 0 
2972 975.77 0 
2973 976.04 0 
2974 976.3 0 
2975 976.57 0 
2976 976.83 0 
2977 977.1 0 
2978 977.37 0 
2979 977.63 0 
2980 977.9 0 
2981 978.17 0 
2982 978.43 0 
2983 978.7 0 
2984 978.96 0 
2985 979.23 0 
2986 979.5 0 
2987 979.76 0 
2988 980.03 0 
2989 980.29 0 
2990 980.56 0 
2991 980.83 0 
2992 981.09 0 
2993 981.36 0 
2994 981.63 0 
2995 981.89 0 
2996 982.16 0 
2997 982.42 0 
2998 982.69 0 
2999 982.96 0 
3000 983.22 0 
3001 983.49 0 
3002 983.76 0 
3003 984.02 0 
3004 984.29 0 
3005 984.55 0 
3006 984.82 0 
3007 985.09 0 
3008 985.35 0 
3009 985.62 0 
3010 985.89 0 
3011 986.15 0 
3012 986.42 0 
3013 986.68 0 
3014 986.95 0 
3015 987.22 0 
3016 987.48 0 
3017 987.75 0 
3018 988.02 0 
3019 988.28 0 
3020 988.55 0 
3021 988.81 0 
3022 989.08 0 
3023 989.35 0 
3024 989.61 0 
3025 989.88 0 
3026 990.14 0 
3027 990.41 0 
3028 990.68 0 
3029 990.94 0 
3030 991.21 0 
3031 991.48 0 
3032 991.74 0 
3033 992.01 0 
3034 992.27 0 
3035 992.54 0 
3036 992.81 0 
3037 993.07 0 
3038 993.34 0 
3039 993.61 0 
3040 993.87 0 
3041 994.14 0 
3042 994.4 0 
3043 994.67 0 
3044 994.94 0 
3045 995.2 0 
3046 995.47 0 
3047 995.74 0 
3048 996 0 
3049 996.27 0 
3050 996.53 0 
3051 996.8 0 
3052 997.07 0 
3053 997.33 0 
3054 997.6 0 
3055 997.86 0 
3056 998.13 0 
3057 998.4 0 
3058 998.66 0 
3059 998.93 0 
3060 999.2 0 
3061 999.46 0 
3062 999.73 0 
3063 999.99 0 
3064 1000.26 0 
3065 1000.53 0 
3066 1000.79 0 
3067 1001.06 0 
3068 1001.33 0 
3069 1001.59 0 
3070 1001.86 0 
3071 1002.12 0 
3072 1002.39 0 
3073 1002.66 0 
3074 1002.92 0 
3075 1003.19 0 
3076 1003.46 0 
3077 1003.72 0 
3078 1003.99 0 
3079 1004.25 0 
3080 1004.52 0 
3081 1004.79 0 
3082 1005.05 0 
3083 1005.32 0 
3084 1005.59 0 
3085 1005.85 0 
3086 1006.12 0 
3087 1006.38 0 
3088 1006.65 0 
3089 1006.92 0 
3090 1007.18 0 
3091 1007.45 0 
3092 1007.71 0 
3093 1007.98 0 
3094 1008.25 0 
3095 1008.51 0 
3096 1008.78 0 
3097 1009.05 0 
3098 1009.31 0 
3099 1009.58 0 
3100 1009.84 0 
3101 1010.11 0 
3102 1010.38 0 
3103 1010.64 0 
3104 1010.91 0 
3105 1011.18 0 
3106 1011.44 0 
3107 1011.71 0 
3108 1011.97 0 
3109 1012.24 0 
3110 1012.51 0 
3111 1012.77 0 
3112 1013.04 0 
3113 1013.31 0 
3114 1013.57 0 
3115 1013.84 0 
3116 1014.1 0 
3117 1014.37 0 
3118 1014.64 0 
3119 1014.9 0 
3120 1015.17 0 
3121 1015.43 0 
3122 1015.7 0 
3123 1015.97 0 
3124 1016.23 0 
3125 1016.5 0 
3126 1016.77 0 
3127 1017.03 0 
3128 1017.3 0 
3129 1017.56 0 
3130 1017.83 0 
3131 1018.1 0 
3132 1018.36 0 
3133 1018.63 0 
3134 1018.9 0 
3135 1019.16 0 
3136 1019.43 0 
3137 1019.69 0 
3138 1019.96 0 
3139 1020.23 0 
3140 1020.49 0 
3141 1020.76 0 
3142 1021.03 0 
3143 1021.29 0 
3144 1021.56 0 
3145 1021.82 0 
3146 1022.09 0 
3147 1022.36 0 
3148 1022.62 0 
3149 1022.89 0 
3150 1023.16 0 
3151 1023.42 0 
3152 1023.69 0 
3153 1023.95 0 
3154 1024.22 0 
3155 1024.49 0 
3156 1024.75 0 
3157 1025.02 0 
3158 1025.28 0 
3159 1025.55 0 
3160 1025.82 0 
3161 1026.08 0 
3162 1026.35 0 
3163 1026.62 0 
3164 1026.88 0 
3165 1027.15 0 
3166 1027.41 0 
3167 1027.68 0 
3168 1027.95 0 
3169 1028.21 0 
3170 1028.48 0 
3171 1028.75 0 
3172 1029.01 0 
3173 1029.28 0 
3174 1029.54 0 
3175 1029.81 0 
3176 1030.08 0 
3177 1030.34 0 
3178 1030.61 0 
3179 1030.88 0 
3180 1031.14 0 
3181 1031.41 0 
3182 1031.67 0 
3183 1031.94 0 
3184 1032.21 0 
3185 1032.47 0 
3186 1032.74 0 
3187 1033 0 
3188 1033.27 0 
3189 1033.54 0 
3190 1033.8 0 
3191 1034.07 0 
3192 1034.34 0 
3193 1034.6 0 
3194 1034.87 0 
3195 1035.13 0 
3196 1035.4 0 
3197 1035.67 0 
3198 1035.93 0 
3199 1036.2 0 
3200 1036.47 0 
3201 1036.73 0 
3202 1037 0 
3203 1037.26 0 
3204 1037.53 0 
3205 1037.8 0 
3206 1038.06 0 
3207 1038.33 0 
3208 1038.6 0 
3209 1038.86 0 
3210 1039.13 0 
3211 1039.39 0 
3212 1039.66 0 
3213 1039.93 0 
3214 1040.19 0 
3215 1040.46 0 
3216 1040.73 0 
3217 1040.99 0 
3218 1041.26 0 
3219 1041.52 0 
3220 1041.79 0 
3221 1042.06 0 
3222 1042.32 0 
3223 1042.59 0 
3224 1042.85 0 
3225 1043.12 0 
3226 1043.39 0 
3227 1043.65 0 
3228 1043.92 0 
3229 1044.19 0 
3230 1044.45 0 
3231 1044.72 0 
3232 1044.98 0 
3233 1045.25 0 
3234 1045.52 0 
3235 1045.78 0 
3236 1046.05 0 
3237 1046.32 0 
3238 1046.58 0 
3239 1046.85 0 
3240 1047.11 0 
3241 1047.38 0 
3242 1047.65 0 
3243 1047.91 0 
3244 1048.18 0 
3245 1048.45 0 
3246 1048.71 0 
3247 1048.98 0 
3248 1049.24 0 
3249 1049.51 0 
3250 1049.78 0 
3251 1050.04 0 
3252 1050.31 0 
3253 1050.57 0 
3254 1050.84 0 
3255 1051.11 0 
3256 1051.37 0 
3257 1051.64 0 
3258 1051.91 0 
3259 1052.17 0 
3260 1052.44 0 
3261 1052.7 0 
3262 1052.97 0 
3263 1053.24 0 
3264 1053.5 0 
3265 1053.77 0 
3266 1054.04 0 
3267 1054.3 0 
3268 1054.57 0 
3269 1054.83 0 
3270 1055.1 0 
3271 1055.37 0 
3272 1055.63 0 
3273 1055.9 0 
3274 1056.17 0 
3275 1056.43 0 
3276 1056.7 0 
3277 1056.96 0 
3278 1057.23 0 
3279 1057.5 0 
3280 1057.76 0 
3281 1058.03 0 
3282 1058.3 0 
3283 1058.56 0 
3284 1058.83 0 
3285 1059.09 0 
3286 1059.36 0 
3287 1059.63 0 
3288 1059.89 0 
3289 1060.16 0 
3290 1060.42 0 
3291 1060.69 0 
3292 1060.96 0 
3293 1061.22 0 
3294 1061.49 0 
3295 1061.76 0 
3296 1062.02 0 
3297 1062.29 0 
3298 1062.55 0 
3299 1062.82 0 
3300 1063.09 0 
3301 1063.35 0 
3302 1063.62 0 
3303 1063.89 0 
3304 1064.15 0 
3305 1064.42 0 
3306 1064.68 0 
3307 1064.95 0 
3308 1065.22 0 
3309 1065.48 0 
3310 1065.75 0 
3311 1066.02 0 
3312 1066.28 0 
3313 1066.55 0 
3314 1066.81 0 
3315 1067.08 0 
3316 1067.35 0 
3317 1067.61 0 
3318 1067.88 0 
3319 1068.14 0 
3320 1068.41 0 
3321 1068.68 0 
3322 1068.94 0 
3323 1069.21 0 
3324 1069.48 0 
3325 1069.74 0 
3326 1070.01 0 
3327 1070.27 0 
3328 1070.54 0 
3329 1070.81 0 
3330 1071.07 0 
3331 1071.34 0 
3332 1071.61 0 
3333 1071.87 0 
3334 1072.14 0 
3335 1072.4 0 
3336 1072.67 0 
3337 1072.94 0 
3338 1073.2 0 
3339 1073.47 0 
3340 1073.74 0 
3341 1074 0 
3342 1074.27 0 
3343 1074.53 0 
3344 1074.8 0 
3345 1075.07 0 
3346 1075.33 0 
3347 1075.6 0 
3348 1075.87 0 
3349 1076.13 0 
3350 1076.4 0 
3351 1076.66 0 
3352 1076.93 0 
3353 1077.2 0 
3354 1077.46 0 
3355 1077.73 0 
3356 1077.99 0 
3357 1078.26 0 
3358 1078.53 0 
3359 1078.79 0 
3360 1079.06 0 
3361 1079.33 0 
3362 1079.59 0 
3363 1079.86 0 
3364 1080.12 0 
3365 1080.39 0 
3366 1080.66 0 
3367 1080.92 0 
3368 1081.19 0 
3369 1081.46 0 
3370 1081.72 0 
3371 1081.99 0 
3372 1082.25 0 
3373 1082.52 0 
3374 1082.79 0 
3375 1083.05 0 
3376 1083.32 0 
3377 1083.59 0 
3378 1083.85 0 
3379 1084.12 0 
3380 1084.38 0 
3381 1084.65 0 
3382 1084.92 0 
3383 1085.18 0 
3384 1085.45 0 
3385 1085.71 0 
3386 1085.98 0 
3387 1086.25 0 
3388 1086.51 0 
3389 1086.78 0 
3390 1087.05 0 
3391 1087.31 0 
3392 1087.58 0 
3393 1087.84 0 
3394 1088.11 0 
3395 1088.38 0 
3396 1088.64 0 
3397 1088.91 0 
3398 1089.18 0 
3399 1089.44 0 
3400 1089.71 0 
3401 1089.97 0 
3402 1090.24 0 
3403 1090.51 0 
3404 1090.77 0 
3405 1091.04 0 
3406 1091.31 0 
3407 1091.57 0 
3408 1091.84 0 
3409 1092.1 0 
3410 1092.37 0 
3411 1092.64 0 
3412 1092.9 0 
3413 1093.17 0 
3414 1093.44 0 
3415 1093.7 0 
3416 1093.97 0 
3417 1094.23 0 
3418 1094.5 0 
3419 1094.77 0 
3420 1095.03 0 
3421 1095.3 0 
3422 1095.56 0 
3423 1095.83 0 
3424 1096.1 0 
3425 1096.36 0 
3426 1096.63 0 
3427 1096.9 0 
3428 1097.16 0 
3429 1097.43 0 
3430 1097.69 0 
3431 1097.96 0 
3432 1098.23 0 
3433 1098.49 0 
3434 1098.76 0 
3435 1099.03 0 
3436 1099.29 0 
3437 1099.56 0 
3438 1099.82 0 
3439 1100.09 0 
3440 1100.36 0 
3441 1100.62 0 
3442 1100.89 0 
3443 1101.16 0 
3444 1101.42 0 
3445 1101.69 0 
3446 1101.95 0 
3447 1102.22 0 
3448 1102.49 0 
3449 1102.75 0 
3450 1103.02 0 
3451 1103.28 0 
3452 1103.55 0 
3453 1103.82 0 
3454 1104.08 0 
3455 1104.35 0 
3456 1104.62 0 
3457 1104.88 0 
3458 1105.15 0 
3459 1105.41 0 
3460 1105.68 0 
3461 1105.95 0 
3462 1106.21 0 
3463 1106.48 0 
3464 1106.75 0 
3465 1107.01 0 
3466 1107.28 0 
3467 1107.54 0 
3468 1107.81 0 
3469 1108.08 0 
3470 1108.34 0 
3471 1108.61 0 
3472 1108.88 0 
3473 1109.14 0 
3474 1109.41 0 
3475 1109.67 0 
3476 1109.94 0 
3477 1110.21 0 
3478 1110.47 0 
3479 1110.74 0 
3480 1111.01 0 
3481 1111.27 0 
3482 1111.54 0 
3483 1111.8 0 
3484 1112.07 0 
3485 1112.34 0 
3486 1112.6 0 
3487 1112.87 0 
3488 1113.13 0 
3489 1113.4 0 
3490 1113.67 0 
3491 1113.93 0 
3492 1114.2 0 
3493 1114.47 0 
3494 1114.73 0 
3495 1115 0 
3496 1115.26 0 
3497 1115.53 0 
3498 1115.8 0 
3499 1116.06 0 
3500 1116.33 0 
3501 1116.6 0 
3502 1116.86 0 
3503 1117.13 0 
3504 1117.39 0 
3505 1117.66 0 
3506 1117.93 0 
3507 1118.19 0 
3508 1118.46 0 
3509 1118.73 0 
3510 1118.99 0 
3511 1119.26 0 
3512 1119.52 0 
3513 1119.79 0 
3514 1120.06 0 
3515 1120.32 0 
3516 1120.59 0 
3517 1120.85 0 
3518 1121.12 0 
3519 1121.39 0 
3520 1121.65 0 
3521 1121.92 0 
3522 1122.19 0 
3523 1122.45 0 
3524 1122.72 0 
3525 1122.98 0 
3526 1123.25 0 
3527 1123.52 0 
3528 1123.78 0 
3529 1124.05 0 
3530 1124.32 0 
3531 1124.58 0 
3532 1124.85 0 
3533 1125.11 0 
3534 1125.38 0 
3535 1125.65 0 
3536 1125.91 0 
3537 1126.18 0 
3538 1126.45 0 
3539 1126.71 0 
3540 1126.98 0 
3541 1127.24 0 
3542 1127.51 0 
3543 1127.78 0 
3544 1128.04 0 
3545 1128.31 0 
3546 1128.58 0 
3547 1128.84 0 
3548 1129.11 0 
3549 1129.37 0 
3550 1129.64 0 
3551 1129.91 0 
3552 1130.17 0 
3553 1130.44 0 
3554 1130.7 0 
3555 1130.97 0 
3556 1131.24 0 
3557 1131.5 0 
3558 1131.77 0 
3559 1132.04 0 
3560 1132.3 0 
3561 1132.57 0 
3562 1132.83 0 
3563 1133.1 0 
3564 1133.37 0 
3565 1133.63 0 
3566 1133.9 0 
3567 1134.17 0 
3568 1134.43 0 
3569 1134.7 0 
3570 1134.96 0 
3571 1135.23 0 
3572 1135.5 0 
3573 1135.76 0 
3574 1136.03 0 
3575 1136.3 0 
3576 1136.56 0 
3577 1136.83 0 
3578 1137.09 0 
3579 1137.36 0 
3580 1137.63 0 
3581 1137.89 0 
3582 1138.16 0 
3583 1138.42 0 
3584 1138.69 0 
3585 1138.96 0 
3586 1139.22 0 
3587 1139.49 0 
3588 1139.76 0 
3589 1140.02 0 
3590 1140.29 0 
3591 1140.55 0 
3592 1140.82 0 
3593 1141.09 0 
3594 1141.35 0 
3595 1141.62 0 
3596 1141.89 0 
3597 1142.15 0 
3598 1142.42 0 
3599 1142.68 0 
3600 1142.95 0 
3601 1143.22 0 
3602 1143.48 0 
3603 1143.75 0 
3604 1144.02 0 
3605 1144.28 0 
3606 1144.55 0 
3607 1144.81 0 
3608 1145.08 0 
3609 1145.35 0 
3610 1145.61 0 
3611 1145.88 0 
3612 1146.15 0 
3613 1146.41 0 
3614 1146.68 0 
3615 1146.94 0 
3616 1147.21 0 
3617 1147.48 0 
3618 1147.74 0 
3619 1148.01 0 
3620 1148.27 0 
3621 1148.54 0 
3622 1148.81 0 
3623 1149.07 0 
3624 1149.34 0 
3625 1149.61 0 
3626 1149.87 0 
3627 1150.14 0 
3628 1150.4 0 
3629 1150.67 0 
3630 1150.94 0 
3631 1151.2 0 
3632 1151.47 0 
3633 1151.74 0 
3634 1152 0 
3635 1152.27 0 
3636 1152.53 0 
3637 1152.8 0 
3638 1153.07 0 
3639 1153.33 0 
3640 1153.6 0 
3641 1153.87 0 
3642 1154.13 0 
3643 1154.4 0 
3644 1154.66 0 
3645 1154.93 0 
3646 1155.2 0 
3647 1155.46 0 

Created by=CCD-Array Toolkit
Creation Date & Time=08.10.2008 10:51:34
Total number of channels=3648
Calibration Type=2
Number of points=17
Channel1=429
Wavelength1=296.728
Channel2=686
Wavelength2=365.015
Channel3=834
Wavelength3=404.656
Channel4=951
Wavelength4=435.833
Channel5=1219
Wavelength5=507.304
Channel6=1480
Wavelength6=576.96
Channel7=1582
Wavelength7=604.3
Channel8=1660
Wavelength8=625.134
Channel9=2052
Wavelength9=730.0306
Channel10=2083
Wavelength10=738.4
Channel11=2168
Wavelength11=760.956
Channel12=2294
Wavelength12=794.82
Channel13=2319
Wavelength13=801.48
Channel14=2466
Wavelength14=840.82
Channel15=2582
Wavelength15=871.669
Channel16=2651
Wavelength16=890.184
Channel17=2829
Wavelength17=937.701
Correct=0

